Average Error    Accuracy
8.507903003030354    86.4915296255824
8.031499185495907    88.81608078295645
5.03022021924456    95.72703461898001
5.486079492916662    94.30803286684288
3.8369496998687587    90.20702936981296
5.219057481735944    98.99044106680337
4.0949307692547645    98.70248181479317
8.691404700279236    94.70597429927558
6.147805151012209    94.62441846874576
0.2777688843096055    99.99359026551247
9.855937419666185    98.29022598266602
5.13631763164368    90.33651664182239
11.968191807468733    93.92091076636947
1.0559999896213412    94.88000348210335
2.043840023947673    76.1292815208435
2.8052024249401355    88.51004647208262
14.553636560837427    96.54449054345588
7.504803054862551    90.72929061686403
0.0    0.0
13.95298410455386    94.5532155591388
4.271185651421547    95.2420693747005
2.6616420982819466    73.15769070559936
3.863269723123975    98.56213788345977
6.215358946058485    93.01553609383166
3.246628027409314    99.88143212265437
0.43055279643214006    99.99945759773254
4.919614880863163    97.54046878299198
1.391734827594418    99.91113628659929
4.183055117726326    85.61215756069433
2.6491599000162553    99.10322241968923
4.907864189810223    98.18200625520845
2.479311911052921    80.41101388803354
7.137788687315252    88.6658779797403
10.519663562791216    89.79584376017252
8.285024511317413    89.76501739959866
2.0520600256923998    99.88186950970413
2.8858423531055446    95.14466171472345
15.111162677407265    93.86134007833218
18.687406023343403    83.13491147976045
1.3712736075330112    94.43507745078237
5.867842743794124    91.38157399018307
9.112069341871475    91.02057030729925
1.69510201861461    96.01737361356436
1.6703129586660197    83.06885665317752
2.3204044176834744    81.53954744338989
5.479678067896102    94.95897113152269
0.0    0.0
0.0    0.0
4.35031852684915    91.32670514723833
11.369724619719717    92.9198497835425
6.382498014304374    90.65531345673938
21.043345881832973    84.41476734532087
4.161378663654129    84.96605157852173
8.297825627856785    95.71581785521258
25.998002688090004    98.90990250740104
15.81161767244339    91.37379869501642
4.252236895211455    86.49208656830297
4.1453765200244055    99.5900953017301
4.493502196338441    89.8140026972844
21.748986840248108    93.53079362349077
3.6490252655413413    86.63651602608816
7.519681435078382    82.98062864549497
7.33854502108362    90.33003074823138
5.440390523937013    90.65660996870561
4.087855017433563    85.09191684424877
4.86349225209819    96.44670246337233
10.899979929129284    96.6729380149209
6.3293631821870795    94.71572396000023
9.122236404154034    98.36502548297454
4.3631930121531095    95.00147947450962
0.0    0.0
3.6780386467774715    93.3119692379915
8.989123850233023    88.39079369775033
6.762366132603752    92.69992060540385
2.399175126312508    86.65891993404631
3.2406349314583673    93.97285650598666
3.2377778502802053    94.185644687887
3.655443816549248    90.83730125427245
7.06952517831491    91.39607891449518
18.661301732063293    91.30637586988946
2.3509303107857704    96.2956973484584
18.5617898967531    92.55588844649705
0.0    0.0
6.27956867052449    88.3612973611232
5.596091956728035    87.00920205199787
1.0828432316581407    90.47996036468012
