listing_id,host_id,number_of_reviews
105,500,39
2515,2758,109
2595,2845,14
2684,2965,4
3330,4177,12
3687,4647,47
3831,4869,6
4573,5871,5
4611,5926,65
4989,7118,13
5044,7222,33
5099,7322,42
5110,7337,30
5135,7380,223
5172,7386,41
5178,8967,214
5203,7490,99
5216,7510,28
5222,7516,92
5238,7549,96
5258,7611,46
5270,7626,133
5295,7702,29
5441,7989,57
5489,8178,191
5552,8380,49
5803,9744,111
5818,2845,43
5862,2845,31
5945,4267,61
5947,10889,112
6011,11481,102
6103,5871,7
6111,12169,87
6171,12712,133
6177,2845,3
6416,13908,12
6436,14063,18
6628,15042,26
6775,7351,34
6990,16800,143
7036,53179,4
7064,17297,7
7097,17571,71
7249,18667,73
7258,18729,8
7385,19531,8
7540,19969,46
7573,20149,46
7816,21286,7
7970,10496,31
8024,22486,66
8025,22486,17
8110,22486,36
8225,2758,74
8258,23684,2
8270,23843,15
8343,24222,8
8490,25183,34
9042,28578,2
9123,29096,146
9357,30193,40
9529,30990,99
9657,21904,7
9668,32294,157
9680,32330,59
9704,32045,12
9782,32169,111
9783,32294,169
9896,33279,31
9985,32330,73
10423,36017,73
10452,35935,45
10767,38649,109
10950,39636,22
10962,9744,86
10980,39955,90
10994,33279,29
11174,40979,41
11396,42275,7
11531,42924,0
11708,44145,80
11777,32330,51
11793,32105,7
11900,45016,100
11929,45324,1
11930,45324,1
11931,45324,5
11943,45445,0
11983,45657,39
12048,7549,116
12192,46978,143
12303,47618,18
12343,47727,72
12382,48247,117
12397,48385,18
12511,48990,167
12543,49163,9
12549,49194,3
12579,49366,12
12595,49518,82
12596,62745,67
12622,49623,21
12639,48143,0
12937,50124,79
12940,50148,27
13076,50912,7
13082,50958,5
13121,27848,51
13380,52233,2
13394,52335,70
13488,52751,52
13808,54275,53
13910,45324,3
14037,55120,9
14074,55298,89
14290,56104,30
14314,56246,41
14322,56284,4
14374,2339,74
14377,56512,50
14415,56663,6
14435,56793,20
14478,56944,13
14539,57142,109
14580,56944,55
14694,55469,5
14699,55469,1
14708,55469,6
14779,50148,44
14810,46978,21
14940,56663,22
14983,58979,23
14991,59023,14
15049,59254,42
15110,3647,4
15120,59392,18
15220,59734,97
15230,59777,7
15338,32169,84
15352,60185,0
15385,60252,14
15491,59777,4
15517,60810,43
15688,61414,54
15700,61446,63
15729,61531,20
15796,61414,32
15875,61862,49
15944,62352,21
15962,62407,53
16089,656594,103
16284,63394,55
16326,63588,62
16406,63696,15
16421,63924,130
16422,63945,20
16486,64164,61
16580,64442,50
16595,64522,59
16701,64894,61
16737,65059,162
16794,65197,11
16821,4396,18
16974,65837,76
17007,39955,126
17037,66035,30
17052,66087,45
17092,66243,0
17135,66397,15
17226,4267,22
17296,67105,21
17297,67105,22
17298,67105,16
17299,67105,19
17453,67744,0
17758,57142,81
18127,69829,14
18152,69942,75
18198,70091,21
18590,71512,67
18710,71778,12
18728,71876,83
18764,72014,42
19059,72808,63
19169,73128,41
19282,73469,9
19319,44263,65
19420,71776,28
19601,74303,14
20299,62407,86
20611,72014,74
20717,78353,4
20724,961342,8
20755,51038,6
20793,42756,179
20913,79402,108
21218,42756,217
21220,42756,166
21456,42032,39
21644,82685,0
21677,82796,40
21794,83257,1
21968,84080,72
22450,84080,61
22562,86790,64
22911,87773,108
23135,11481,94
23265,49236,106
23269,49236,22
23377,91407,31
23481,91960,41
23488,33135,5
23501,63318,68
23529,92311,77
23545,92411,116
23586,92821,50
23606,93047,8
23686,93790,10
23844,94966,46
24143,97219,165
24189,3115758,33
24261,97797,19
24266,97797,29
24269,97797,30
24281,97797,42
24285,97797,34
24637,4647,16
24778,84080,63
25148,103729,47
25192,104001,0
25235,87773,69
25406,105538,12
25524,106541,50
25529,106551,48
25696,107628,42
25805,61414,41
25933,109048,85
25990,109457,8
26012,109589,8
26094,110135,21
26118,84080,17
26238,110930,82
26362,59734,133
26515,112439,6
26520,51038,5
26590,112983,8
26785,42273,222
26864,114590,5
26933,72062,5
26969,115307,159
27006,115560,5
27024,3227,140
27159,116382,158
27276,117028,52
27385,72062,59
27408,118023,1
27409,118023,0
27531,118971,169
27644,119510,60
27659,119588,2
27759,119900,7
28055,78127,42
28224,121427,44
28327,121436,35
28342,121809,8
28382,111359,8
28907,124352,9
28917,56471,81
28965,124655,47
29012,124797,33
29013,35935,38
29019,124841,68
29191,72808,78
29268,111203,6
29414,125857,53
29445,118619,79
29455,126607,71
29463,126649,14
29594,127428,13
29628,127608,115
29683,125857,20
30031,129352,57
30168,130023,35
30222,130293,88
30227,130351,40
30589,131716,68
30970,132918,85
31159,133859,0
31340,23435,41
31555,135619,10
31636,7490,61
31994,137814,216
31998,137846,52
32023,137974,93
32037,116599,22
32069,138309,12
32100,138579,1
32152,49186,12
32244,111921,18
32289,139612,8
32291,95639,156
32329,139853,2
32965,137974,36
33009,143027,120
33071,143388,42
33156,128669,14
33223,72014,71
33263,61414,41
33512,145002,4
33656,145577,15
33806,146025,36
33998,130313,18
34211,145404,16
34270,62014,0
34301,147589,3
34469,148891,52
34824,150105,12
35526,120291,24
35548,152918,23
35706,153443,2
35720,153494,12
35945,153441,61
36133,142684,90
36446,156734,3
36647,157798,14
36703,158284,117
36796,158734,17
36934,159370,12
37014,159746,208
37042,159917,18
37197,160605,20
37214,160671,10
37689,162229,10
38638,92788,79
38663,165789,9
38667,78127,49
38707,11481,62
38771,8178,161
38780,134505,15
38833,166532,89
39267,168417,79
39282,168525,117
39494,169471,33
39545,169683,137
39567,169899,83
39582,12220,49
39586,12220,113
39704,170510,162
39755,170813,9
40039,171851,14
40084,172137,2
40090,170707,83
40341,173218,24
40443,46668,15
40453,174025,0
40683,171035,1
40884,16800,41
40989,177655,0
41348,180083,5
41513,181167,1
41621,175622,17
41640,181902,4
41679,182119,108
41721,182354,22
41872,182987,22
41944,183352,13
41959,140272,99
41960,118793,17
42012,183665,27
42308,35935,48
42530,185745,11
42580,137814,72
42604,186084,18
42650,177980,0
42729,11481,61
42882,185978,95
43533,190143,3
43632,190767,13
43656,190934,12
43860,524333,59
43927,192154,20
43999,192533,9
44025,192724,1
44040,186124,54
