listing_id,host_id,number_of_reviews
105,500,39
2515,2758,111
2595,2845,15
3330,4177,14
3687,4647,47
3831,4869,6
4573,5871,5
4611,5926,65
4989,7118,13
5044,7222,36
5099,7322,42
5110,7337,31
5121,7356,38
5135,7380,226
5172,7386,41
5178,8967,219
5216,7510,29
5222,7516,93
5238,7549,100
5258,7611,46
5270,7626,139
5295,7702,29
5441,7989,61
5489,8178,198
5552,8380,50
5803,9744,113
5945,4267,61
5947,10889,119
6011,11481,106
6103,5871,7
6111,12169,88
6171,12712,136
6202,12869,12
6365,13654,10
6990,16800,149
7036,53179,4
7097,17571,73
7249,18667,78
7258,18729,8
7503,19852,7
7540,19969,49
7573,20149,46
7816,21286,7
8024,22486,67
8025,22486,17
8110,22486,37
8225,2758,76
8258,23684,2
8270,23843,15
8343,24222,8
8490,25183,34
9042,28578,2
9123,29096,151
9357,30193,40
9529,30990,101
9657,21904,7
9668,32294,163
9704,32045,12
9782,32169,117
9783,32294,173
10423,36017,79
10452,35935,46
10767,38649,112
10950,39636,26
10962,9744,86
10980,39955,92
10994,33279,30
11174,40979,44
11705,44136,5
11708,44145,80
11793,32105,7
11900,45016,103
11929,45324,1
11930,45324,1
11931,45324,5
11943,45445,0
11983,45657,43
12048,7549,121
12192,46978,145
12303,47618,20
12343,47727,76
12370,48143,8
12382,48247,120
12549,49194,3
12579,49366,12
12596,62745,68
12622,49623,25
12639,48143,0
12937,50124,83
12940,50148,27
13076,50912,7
13121,27848,51
13362,52043,54
13380,52233,2
13394,52335,74
13488,52751,55
13532,17019,21
13552,7612,17
13808,54275,54
13910,45324,3
14074,55298,89
14287,56094,17
14290,56104,30
14314,56246,46
14322,56284,4
14374,2339,82
14377,56512,52
14434,7356,44
14478,56944,13
14539,57142,112
14580,56944,55
14694,55469,5
14699,55469,1
14708,55469,6
14779,50148,46
14940,56663,23
14983,58979,24
14991,59023,14
15049,59254,44
15110,3647,4
15220,59734,107
15230,59777,7
15338,32169,86
15352,60185,0
