Average Error    Accuracy
6.706367350286907    83.70278369949524
5.3443863226307755    82.22030408852685
4.988452212678062    55.89435602489271
4.854114549027549    68.35815607543161
2.9867238418923487    95.18625615518303
6.375267273849912    61.985176230142066
3.5660896284712686    73.60774448939732
13.640905088848537    72.87262790197231
6.462366961770587    82.34782796175475
0.5874994707604249    25.495220657442868
8.431005312336817    99.1834716796875
4.59192915343576    75.06633357819561
10.1944660809305    82.9331563603893
0.780226812284026    62.272628769278526
2.5718802379237284    57.960261060682264
2.8890283480286594    71.59544871403621
13.294924795627598    67.74025593882348
6.335977908637788    94.0185198467385
0.0    0.0
12.465530845854017    74.8196424439896
2.7998665422201157    89.69782492888116
1.4977071587410238    86.31259202957152
6.239312834209866    74.96457715326875
6.886754426691268    79.2501965224148
4.074788608484798    57.239301175709976
3.6432154683603177    12.507858594503682
4.1340108133024644    82.57612274113914
1.4184617967241342    91.19425938367188
4.851407628920343    79.15196615013318
2.451796609494421    71.32186509640437
5.746418840355343    86.76112308084905
1.7050657342705462    97.39846350198769
5.962335957421197    78.19387878950444
8.304011632998783    99.21526899211389
6.814169175095028    76.14179462770987
2.66755040238301    86.07877824539528
3.8190453118748136    52.95178415841634
10.603988117641872    93.04043670159533
15.09802644782596    65.90905069677821
1.022471331887775    78.21089678828133
6.5982713401317605    46.86927705947275
6.725139184130562    92.65445819621685
1.3389533100028832    53.01881087831703
1.4284594083825743    98.64235242931044
2.7854091309838824    60.38562728996414
5.33006140920851    72.97338384297862
1.2422784749004578    0.0
0.37870844826102257    0.0
5.584775242540571    55.25911841116991
8.202485687202877    90.0878022190065
4.184698348244031    96.67043962675938
17.386185950703094    61.46040557208985
3.7677677141295542    75.28403573596569
7.3188070853551235    99.51609793733071
25.634387864006886    92.49979895258399
12.020413908693527    94.1984440418
2.640472904675537    73.96841855873738
5.7230991919835414    45.29900717268109
3.276862700780233    97.23108731783353
17.967594332165184    88.39567663835332
2.7676385309961113    95.6820181437901
13.548974066972733    41.63768738641947
6.844160871373282    76.5484671672885
3.5973184638553195    99.33188831532375
3.793173586328824    77.5919808074832
6.5830559730529785    54.78460410604449
10.172892444663578    84.17874127744028
4.802471967207061    77.34777112903609
6.479196747144064    93.10728985084225
3.5297255631950164    92.97738111226528
0.09467711206525564    0.0
3.433826785948541    96.07331784084109
9.21906315618091    69.42668301157343
10.33593675825331    79.79455325340646
1.9985283141334853    62.299462465139534
3.8317226535744133    67.8037249640656
2.440453297562069    88.14248292805762
4.9498588674598265    49.799961618102095
6.6329575545258    90.73898125164472
13.70320745309194    77.60094192032903
2.625031562315093    87.55449775909105
20.331689106093513    73.83693811472868
0.09467711206525564    0.0
5.1353531281153355    85.4898699604582
5.497867455085117    64.88866922868093
0.9824971813294623    86.20597740033435
