Average Error    Accuracy
7.986111111111112    71.08433505138719
8.555555543965763    78.75061363524189
5.208333333333334    47.36842105263158
3.9236111682322288    75.0267927286326
3.0069444378217067    52.68987409676177
7.638888865709303    56.91666666666667
4.4444444816973485    77.14286020823887
15.513888888888891    72.19460510888364
4.861111191411813    91.7000021862984
2.0696057136578476e-09    99.99999478459385
9.895833333333336    99.0098972505665
5.319444476730293    40.79126888863224
9.03472232321898    78.83396438772688
0.41666666873627234    25.000001303851604
2.3194444858365593    75.1879658139147
3.923611122080021    61.36364036506706
15.277777777777779    61.74863387978141
9.02083332836628    93.24692836048784
0.0    0.0
15.513888790375654    66.65116243584211
3.0138888549473557    96.6873746481001
2.0902778282761574    69.66966877180246
5.548611005147297    76.51836498323273
11.583333391282295    75.44993051424214
3.479166717165046    46.30225236569119
3.993055555555556    11.538461115233307
4.340277777777779    91.89188931439374
1.1597222429182792    80.12048066190167
4.166666657560401    85.3170171065113
2.3124999726812043    94.64285396910334
6.708333416117562    89.38826211493763
1.8402778050965733    59.6385565866907
5.784722249541019    65.485281928675
6.9444443177845745    81.44444624582925
10.416666669150194    88.77056958253019
2.5416667535901065    92.57539445892611
2.763888861984015    76.84797431171269
9.472222164273262    98.7734196975556
16.43055558535788    64.30937490011782
1.263888909584946    93.16239601526503
7.409722183313634    37.5234521575985
8.798611016737091    92.87245403915357
1.38194447176324    59.6385565866907
1.2638889174494476    86.88525235387065
4.645833308498064    46.13609982472797
4.513889068530666    99.08519110180704
0.0    0.0
0.0    0.0
6.076388888888888    59.64912280701755
7.638889001475439    89.52082511399608
5.541666779253218    88.66953080040702
18.98611127005683    52.07472394008234
4.166666666666666    90.90908893868948
8.56944465637207    99.24987197425294
25.701388888888886    98.4952120383037
13.715277777777777    81.38297872340425
3.000000029802323    91.97995178681568
5.555555608537462    49.95314040287109
4.166666666666666    74.35897680429312
22.743055555555557    84.75935624882499
4.6875    53.57142857142857
14.881944372008244    35.89590188453485
6.027777782744832    81.42514263180563
5.208333333333334    84.41558193850827
2.798611106971899    82.42187090218067
7.652777798473834    68.1286558256622
15.055555555555552    63.77269267659537
7.180555505057175    73.2260458471135
8.340277973148558    82.99024472852157
3.3333333478205733    95.1219477304598
0.0    0.0
3.6944444237483878    79.11392216440997
8.562499882446396    80.30923230474417
11.569444285498724    84.81274249334223
1.388888921174738    77.9264188530453
5.5416667146815195    67.29945114668828
3.12499998178747    97.54768189583174
4.166666666666666    64.1025641025641
6.708333321743541    90.671845419831
14.347222063276503    74.06926636431787
2.3611111049022937    96.42856248787469
21.06944449742635    69.52636155932238
0.0    0.0
5.319444393946063    97.59940389986991
7.166666655076874    87.71031100839055
1.458333364377419    83.87096274283624
